adjudicationid	adjudicationtype	adjudicationnumber	adjudicationterm	adjudicationlong	adjudicationshort	adjudicationnotes	adjudicationstatus
884	118		1968	In re: Annexation of land situate in the Township of Upper Milford to the Borough of Emmaus, Lehigh County, Pennsylvania	Emmaus - In re: Ann land U Milford & L Macungie		
885	119		1969-02	In re: Annexation of 59.30 acres of land lying in Upper Saucon Township, Lehigh County, Pennsylvania, to the Borough of Coopersburg			
886	119		1970-09	In re: Boundary Between the City of Allentown and the Township of Salisbury - Original Petition and Order Filed Sept. 4, 1970			
887	119		1972-08	In re: Annexation of Land Situate in the Township of Upper Milford and in the Township of Lower Macungie to the Borough of Emmaus, Lehigh County, Pennsylvania			
888	119	14	1975	In re: Petition of Township of Heidelberg, Township of Lowhill, and Township of Weisenberg, to Ascertain and Establish Intra-County Township Boundary Lines.			
889	119	10	1980	In re: Petition of Township of Washington, Lehigh County, Pennsylvania	Washington Township - Intra-County Boundary		
890	119	16	1982	In re: Fixing of Common Boundary Lines Between Lehigh County and Northampton County, Bucks County, Montgomery County and Berks County			
900	119	15	1987	In re: Petition of Township of Lower Milford to ascertain and establish intra county boundary line			
923	120	1173	1973	In re: Incorporation of the Borough of Penn Lake Park			
925	120	1438	1974		Laflin Boro - Petition (Disputed Boundaries)		
931	121	1460	1969		Lehman Twp & Harveys Lake Boro - Indebtedness		
932	121	900	1969		Columbus Boro - Annulment of charter		
944	1249	183	1974-02				
945	124	5	1969-03		Grove City - Ord 871		
946	124	6	1969-03		Grove City - Ord 874		
947	124	7	1969-03		Grove City - Ord 879		
948	124	8	1969-03		Delaware - Fredonia Ord 66		
949	124	9	1969-09		Coolspring - Mercer Ord 3-1969		
950	124	13	1969-12		Pine - Grove City Ord 889		
951	124	9	1970-06		Grove City - Ord 891		
952	124	29	1971-09		Pine - Grove City Ord 918		
953	124	6	1972-03		East Lackawannock - Mercer Ord 5-1971		
954	124	6	1972-09		Fairview - Fredonia Ord 9-1972		
955	124	4	1973-01		Pine - Detach part of Grove City		
956	124	2	1973-04				
957	124	1	1974-10		Jackson - Ascertaining south line		
958	124	1	1975-04		Jackson - Ascertaining west line		
959	124	1	1975-09	In re: Change of Name of the Township of Hickory, a first-class township in the County of Mercer			
960	125		1970-11				
961	125		1973-05				
962	125	832	2013				
963	126	617	1969		In re: Change of township classification, Upper Merion Twp.	Upper Merion, Township of	
964	126	622	1969		Returns of special elections and resolutions authorizing the same be placed on the November 4, 1969 ballot in the following municipalities of Montgomery County: Borough of East Greenville, Borough of Green Lane, Borough of Narberth, Borough of Pennsburg, Borough of Red Hill, Township of Lower Frederick, Township of Marlborough, Township of Upper Hanover, Township of Upper Merion		
965	126	627	1970		In Re: Annexation to the Borough of Schwenksville of a Section of Lower Frederick Township		
966	126	634	1971		In re: Election of two additional supervisors in Horsham Township	Horsham, Township of	
968	126	657	1972		Abington Township Montgomery County Pennsylvania Ordinance No. 1332 & County Board of Elections Return	 ...to elect a Government Study Commission of seven members to study the Charter and plan of government to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter be adopted 	
969	126	658	1972		In re: Horsham Township, Montgomery County, Pennsylvania County Board of Elections Return	... to elect a Government Study Commission of nine members to study the charter plan of government of the municipality, to study and consider the advisability of adoption of an optional plan of government or a Home Rule charter and to recommend whether or not an optional form of government or a Home Rule Charter be adopted 	
970	126	659	1972		In re: Plymouth Township, Montgomery County, Pennsylvania, Ordinance No. 652 & County Board of Elections Return	... to elect a Government Study Commission of nine members to study the Charter and plan of government to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter be adopted 	
971	126	660	1972		In re: Springfield Township, Montgomery County, Pennsylvania, Ordinance No. 613 & County Board of Elections Return	 ... to elect a Government Study Commission of nine members to study the Charter and plan of government to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter be adopted 	
972	126	661	1972		In re: Upper Dublin Township, Montgomery County, Pennsylvania Ordinance No. 454 & County Board of Elections Return	... to elect a Government Study Commission of nine members to study the Charter and plan of Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter be adopted 	
973	126	665	1973		In re: Election of Two Additional Supervisors in East Norriton Township	East Norriton, Township of	
975	126	669	1973		In re: Government Study Commission, Home Rule Charter and Optional Plans Law, Montgomery County, Pennsylvania	COUNTY OF MONTGOMERY [ALL MUNICIPALITIES]	
976	126	670	1973		In re: Upper Merion Twp. Montgomery County Pennsylvania Ordinance No. 73-307 & County Board of Elections Return	 ... to elect a Government Study Commission of eleven members to study the Charter and Form of Government, to study and consider the advisability of adoption of an Option Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter should be adopted 	
977	126	673	1973		In re: Borough of Norristown, Montgomery County, Pennsylvania, Ordinance No. 73-5 & County Board of Elections Return	... to elect a Government Study Commission of seven members to study the charter and form of government, to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Plan of Government or a Home Rule Charter should be adopted	
978	126	677	1973		Special Question, Township of Abington, Montgomery County, Pennsylvania	... to adopt the COUNCIL-MANAGER PLAN, including recommendations pertaining to optional provisions contained in the report of the Government Study Commission, dated August 7, 1973 and amended as authorized by the Home Rule Charter and Optional Plan Law	
979	126	680	1973		Special Question, Borough of Jenkintown, Montgomery County, Pennsylvania	An ordinance authorizing placement on the ballot at the next election to be held in the Borough of Jenkintown the question of whether or not the electors of the Borough of Jenkintown desire to elect a Government Study Commission to consider the advisability of the adoption of the Home Rule Charter or other Optional Form of Government for the Borough of Jenkintown.	
980	126	681	1973		Special Question, Lower Frederick Township, Montgomery County, Pennsylvania	Shall a government study commission of nine (9) members be elected to study the charter and plan of government of the municipality, to study and consider the advisability of adoption of an optional plan of government or a home rule charter and to recommend whether or not an optional form of government or a Home Rule Charter should be adopted.	
982	126	684	1974		In re: Government Study Commission, Montgomery County, Pennsylvania County Board of Elections Return	... to adopt the Home Rule Charter contained in the report, dated March 12, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law	
983	126	685	1974		In re: Cheltenham Township, Montgomery County, Pennsylvania Ordinance No. 1312 & County Board of Elections	... to elect a Government Study Commission of nine (9) members to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter should be adopted	
984	126	686	1974		In re: East Norriton Township, Montgomery County, Pennsylvania Ordinance No. 99 & County Board of Elections Return	East Norriton, Township of	
985	126	687	1974		In re: Special Question, Plymouth Township, Montgomery County, Pennsylvania County Board of Elections Return	...to adopt the Home Rule Charter contained in the report of the Plymouth Township Government Study Commission of February 28, 1974, prepared in accordance with the Home Rule Charter and Optional Plans Law	
986	126	689	1974		In re: Borough of Norristown Government Study Commission & County Board of Elections Return	... to adopt the Home Rule Charter contained in the report, dated March 14, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law	
988	126	694	1974		In re: Government Study Commission, Borough of Jenkintown, Montgomery County, PA. County Board of Elections Return.	... to adopt the COUNCIL-MANAGER PLAN, including recommendations pertaining to optional provisions contained in the report of the Government Study Commission, dated August 6, 1974	
989	126	696	1974		In re: Springfield Township, County Board of Elections Return, Special Questions	... to adopt the Home Rule Charter contained in the report dated August 30, 1974 of the Government Study Commission	
990	126	698	1974		In re: Upper Dublin Township, County Board of Elections Return, Special Question	... to adopt the Home Rule Charter contained in the amended report dated August 28, 1974, of the Government Study Commission, prepared in Accordance with the Home Rule Charter and Optional Plans Law	
991	126	701	1974		In re: Upper Merion Township, County Board of Elections Return, Special Question	... to adopt the Home Rule Charter contained in the Report dated August 30, 1974, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law	
992	126	692	1975		In re: Providing for the Election of Two Additional Supervisors to the Board of Supervisors of Upper Hanover Twp.	Upper Hanover, Township of	
993	126	707	1975		In re: Petition to provide for the election of two additional supervisors to the Board of Supervisors of Skippack Township, Montgomery County, Pennsylvania	Skippack, Township of	
995	126	710	1975		Shall the Home Rule Charter be adopted by Horsham Township	Horsham, Township of	
996	126	718	1976		In re: Borough of Bryn Athyn, Montgomery County, Pennsylvania, Resolution #323 & County Board of Elections Return	... to elect a Government Study Commission of Seven members to study the Charter and plan of government, to study and consider the advisability of the adoption of an Optional Plan of Government or a Home Rule Charter and to recommend whether or not an Optional Form of Government or a Home Rule Charter be adopted	
997	126	722	1976		In re: Cheltenham Township, County Board of Election Special Question	... to favor the Home Rule Charter contained in the amended Report, dated June 8, 1976, of the Government Study Commission, prepared in accordance with the Home Rule Charter and Optional Plans Law	
998	126	723	1976		In re: Limerick Township, County Board of Election Special Question	Should two additional supervisors be elected to serve in the township?	
999	126	724	1976		In re: New Hanover Township, County Board of Elections, Special Question	New Hanover, Township of	
1000	126	725	1976		In re: Towamencin Township, County Board of Elections, Special Question	Towamencin, Township of	
1001	126	753	1980				
1002	126	758	1982				
1003	127		1970-10				
1004	127	14	1970-11				
1005	127	15	1970-11				
1006	127	16	1970-11		Red Hill: County Board of Elections Return		
1007	127	782	1990-10		Boundary between Lower Salford and Franconia Twps. Montco. Pa.		
1008	128	307	1972-10	In re: Letter form Frank J. Falcone, Secretary of the Northampton County Board of Elections, stating the eleven persons were elected to the Office of Government Study Commissioners [Lower Saucon Township]			
1009	129	227	1972-05	In re: Petition for annexation submitted by Joseph McShea, D.O., Bishop of the Diocese of Allentown, Pennsylvania, Trustee for the Congregation of St. Joseph Roman Catholic Church of Easton, Pennsylvania, to the City of Easton, covering annexation of their property in Williams Township to the City of Easton; Ordinance No. 2158	(Joseph McShea) St. Joseph Church) Easton Annexation of Wms. Twsp.		
1010	129	221	1973-05	In re: Ordinance No. 210 approving annexation of adjacent territory in Washington Township to the Borough of Bangor	(Annexation of Adjacent Territory) Bangor Borough		
1011	129	223	1973-05	In re: Annexation of adjacent territory owned by the Borough of East Bangor in Upper Mount Bethel Township, Northampton County, Pennsylvania	East Bangor - Ordinance No. 210 - Annexation of Territory		
1012	129	36	1974-10	In re: Change of Boundary Line between the Borough of Northampton and the Borough of North Catasauqua	Northampton-North Catasauqua Boundary Change		
1013	129	493	1983	In re: the Petition of Borough of Northampton and Borough of North Catasauqua. Alteration and Establishment of a Portion of a Common Boundary Line.			
1014	130	10	1969-05	In re: Annexation to the Borough of Milton of a portion of Turbot Twp.			
1015	130	18	1970-02	In re: Petition for annexation of a portion of Turbot Township into the Borough of Milton			
1016	130	9	1971-02	Petition for annexation of property in Upper Augusta Twp. to the City of Sunbury. (Lands of Julia L. Stepanik)			
1017	131	2	1984				
1018	132	8	1969-05				
1019	132	11	1969-11				
1020	132	10	1970-03				
1021	132	11	1970-03				
1022	132	7	1977-09				
1023	132	5	1982				
1024	132	854	2016				
1025	133	50	1970		Ordinance No. 367		
1026	133	20	1973		Middleburg Ord 73-1		
1027	134	13	1969-02		In re: Petition for establishing boundary lines between parts of Milford Township and Middlecreek Township and parts of Milford Township and Jefferson Township		
1028	134	9	1970-05	In re: Incorporation of Borough of Callimont			
1029	135	5	1969-05		In re: Alteration of township lines of Middlecreek and Jefferson Twps. and line of adjoining Borough of Seven Springs in regard to land presently owned by the Municipal Authority of the Borough of Seven Springs		
1030	135	1	1970-05		In re: Ascertaining and establishing the boundary between Shade Township and Quemahoning Township		
1031	136	111	1974	In re: Incorporation of the Borough of Folmont			
1032	136	60	1989	In re: .580 of an acre			
1033	137	86	1990	Little Meadows Boro. vs. Apolacon Twp.			
1034	138	1	1969-02	In re: Annexation of a portion of West Buffalo Township and a portion of Buffalo Township to the Borough of Mifflinburg, Union County, Pennsylvania		Mifflinburg Ordinance 261	
1035	138	2	1969-02	In re: Annexation by the Borough of New Berlin of a portion of Limestone Township			
1036	138	1	1973	In re: Annexation to the Borough of New Berlin of 22.058 acres of Limestone Township, owned by Spangler Brothers Inc.			
1037	138	2	1973	In re: Annexation to the Borough of New Berlin of .5 acres, more or less of Limestone Township owned by Ronald L. Kline and Ethel Jean Kline, his wife			
1038	138	4	1978	In re: Borough of Lewisburg and Township of East Buffalo, Union County, Pennsylvania. Petition to Alter Existing Boundary Line and to Establish New Boundary Line.			
1039	139	2	1969-01				
1040	139	12	1970-08				
1041	140	66	1978	In re: Incorporation of the Borough of Green Hills			
1042	140	58	1984	In re: Incorporation of the Borough of Spring Wood			
1043	140	135	2009		In re: Certification of Ordinance		
1044	141	14	1972-10				
1045	142	16	1969-04	In re: Annexation by the Borough of Scottdale, Westmoreland County, Pennsylvania, of portion of East Huntingdon Township, Westmoreland County, Pennsylvania			
1046	142	69	1969-04				
1047	142	102	1969-07				
1048	142	91	1969-07				
1049	142	1	1969-10	In re: Incorporation of The Borough of Franklin			
1050	142	44	1969-10	In re: Annexation of portions of Hempfield Township Westmoreland County, Pennsylvania, to Borough of Youngwood			
1051	142	80	1969-10	In re: Annexation of the Borough of Vandergrift of certain lands in Allegheny Township adjacent to the Borough of Vandergrift on the south			
1052	142	92	1969-10	In re: Annexation of a portion of the Township of Franklin by the Borough of Export			
1053	142	35	1970-01	In re: Annexation of a portion of the Township of Franklin by the Borough of Export			
1054	142	36	1970-01	In re: Annexation of a portion of the Township of Franklin by the Borough of Export			
1055	142	37	1970-01	In re: Annexation of a portion of the Township of Franklin by the Borough of Export			
1056	142	44	1970-01	In re: Ordinance No. 16			
1057	142	58	1970-01	In re: Special Election for the Borough of New Stanton			
1058	142	81	1970-01	In re: Annexation to the Borough of Ligonier, of a section of Ligonier Township, adjacent to Ligonier Borough to the North of the several boundary lines of Ligonier Borough			
1059	142	113	1970-04				
1060	142	20	1970-04				
1061	142	40	1970-04				
1062	142	41	1970-04				
1063	142	12	1970-07				
1064	142	33	1970-07	In re: Annexation of 6 acres of Penn Township, Westmoreland County, Pennsylvania, to the City of Jeannette, Westmoreland County, Pennsylvania			
1065	142	1	1976-01	In re: Proposed Change of Corporate Name of Franklin Borough			
1066	142	39	1977-07	In re: Location of property in relation to boundary line between Hempfield Township and South Greensburg Borough			
1067	142	178	1978-07	In re: Petition for Incorporation of Laurel Mountain			
1068	142	217	1978-07	In re: Boundary line between Hempfield Township and East Huntingdon Township, Westmoreland County, Pennsylvania			
1069	142	32	1979-04	In re: Incorporation of Borough of River Forest			
1070	143	17	1977-07	In re: Petition of Ligonier Township to ascertain and establish boundaries			
1071	143	1	1984	In re: Establishment of boundary between North Huntingdon Township and Penn Township			
1072	143	6	1984	In re: an Ordinance of the Borough of Mount Pleasant, Westmoreland County, Pennsylvania approving the annexation to the Borough of Mount Pleasant, Westmoreland County, Pennsylvania, two parcels of land owned by said Borough in Mount Pleasant Township, Westmoreland County, Pennsylvania, adjacent to and north east of said Borough and hereinafter fully described and providing that the said territory shall be annexed to and become a part of the said Borough			
1073	144	23	1969-01	In re: Annexation of 38.9437 acres of land in the Township of West Manchester, York County, Pennsylvania, contiguous to the City of York, Pennsylvania			
1074	144	4	1969-01	Certified copy of Ordinance No. 69-2 of East Prospect Borough annexing a portion of Lower Windsor Township			
1075	144	31	1969-05	In the matter of the annexation of a tract of land in Codorus Township to the Borough of Jefferson, York County, Pennsylvania			
1076	144	7	1969-08	In re: Annexation of a portion of North Codorus Township, York County, Pennsylvania to New Salem Borough, York County, Pennsylvania			
1077	144	2	1969-10	Annexation Ordinance			
1078	144	26	1970-01	In re: Annexation of territory in Shrewsbury Township to Shrewsbury Borough			
1079	144	32	1970-01	In re: Petition of certain freeholders of Newberry Township for the annexation of certain territory of Newberry Township by and to Lewisberry Township			
1080	144	47	1971-05	Annexing to the Borough of Yorkana a section of Lower Windsor Township, York County, Pennsylvania, adjacent to and northwest of said Borough			
1081	144	52	1971-05	In re: Boundary between Springettsbury and Hellam Townships, York County, Pennsylvania			
1082	144	30	1971-10	In the matter of the annexation of a tract of land in the Township of Shrewsbury to the Borough of Shrewsbury			
1083	144	17	1972-01	In re: Detachment of territory from Shrewsbury Borough			
1084	144	33	1972-01	In the matter of the annexation of a tract of land in the Township of Shrewsbury to the Borough of Shrewsbury			
1085	144	34	1972-01	In the matter of the annexation of a tract of land in East Manchester Township to the Borough of Manchester			
1086	144	36	1972-01	In re: Dillsburg Borough Ordinance No. 165 annexing land from Carroll Township into Dillsburg Borough			
1087	144	31	1973-01		Glen Rock Borough - Annexation of territory in Shrewsbury Township to		
1088	144	4	1973-01		Fairview Township - Annexation of certain land to Lewisberry Borough		
1089	144	29	1973-05	In re: Annexation of portion of Carroll Township by the Borough of Dillsburg			
1090	144	12	1973-08		Petition to alter boundary between N. Hopewell & Hopewell Townships		
1091	144	4	1974-01		Petition to establish boundary between Fairview & Newberry Townships		
1092	144	25	1978		Establishment of Boundary Line between East Hopewell Twp. & Cross Roads Borough		
1093	144	70	1981		Pet. to fix boundary between Winterstown Boro & N. Hopewell Twp.		
1094	144	329	1990	Chilton Borough - Pet. for Incorporation of Boro			
1096	145	2478	1975	Joan Winters, City Clerk, City of McKeesport, Allegheny County, Pennsylvania vs. Nicholas P. Papadakos, City Solicitor, City of McKeesport, Allegheny County, Pennsylvania, and Joseph Bendel			
1097	145	2161	1983				
1098	145	13702	1986				
1099	145	3306	1988	In re: Petition pursuant to 53 P.S. 65302 to ascertain and establish a boundary between the Township of West Deer and the Township of Hampton and between the Township of West Deer and the Township of Richland			
1100	145	7661	1995				
1101	145	9252	1998				
1102	145	24552	2003	Fort Cherry School District and Borough of McDonald vs. John C. Gedman, Robin M. Gedman, County of Allegheny, West Allegheny School District, and North Fayette Township			
1103	145	7494	2008	In re: Borough of Osborne Change of Name			
1104	145	12214	2011	In re: Establishment of Independent School District Consisting of the Borough of Rosslyn Farms, Allegheny County, Pennsylvania			
1105	145	1251	2012	In re: Vacant Property at Curry Hollow and Brownsville Roads			
1106	146	42	1969-04		Baldwin-Whitehall 1970 Annexation		
1107	146	23	1970-07	In re: Detachment of real estate from the Township of Harmar and annexation thereof by the Borough of Fox Chapel in Allegheny County			
1108	146	14	1970-10	In re: Petition of registered voters of Hampton Township, Allegheny County, Pennsylvania, for the purpose of creating a township of the first class from a township of the second class			
1110	146	6	1970-10		Franklin Park-Bell Acres-Sewickley Hills 1971 Boundary Ascertainment		
1111	146	16	1971-01		Collier-Robinson 1973 Boundary Ascertainment		
1113	146	58	1972-07	In re: Detachment of territory from Churchill Borough and annexation to Wilkins Township			
1114	146	1	1974-04	In re: Establishment of boundary between Collier Township and Robinson Township			
1115	146	78	1975-01	In the matter of the division of Pine Township at No. 21 June Sessions 1849, in the Court of Quarter Sessions of the Peace for the County of Allegheny			
1116	146	20	1975-10	Secretary of the Township of Hampton, vs. County of Allegheny Department of Elections			
1117	146	1	1976-04	In re: Incorporation of the Borough of Pennsbury Village			
1121	146	75	1983-01	In re: Annexation of a portion of the Municipality of Monroeville, by the Borough of Pitcairn			
1122	147	472	1975	Robert J. Neubert vs. Joel W. McQueen, Freeport Area School District			
1123	148	615	1976	Petition for approval of annexation by the Borough of Midland			
1124	149		1993-02	In re: Union Township, Bedford County, Pennsylvania, Change of Township Name			
1125	150	2390	1987				
1126	151	2008	1970	Borough of Tunnelhill vs. Township of Allegheny			
1127	151	3568	1987	Township of Snyder vs. Blair County Board of Elections and Borough of Tyrone			
1128	152	2132	2007	In re: Petition of Formation of Independent School District, Appeal of Riegelsville Tax and Education Coalition			
1129	1250	15	1983				
1130	153	40215	1998	In Re: Petition of Rocco Viola, Jr. and Patricia Viola for the Appointment of a Border Commission to Ascertain or Establish the Boundary Line Between Adams Township and Cranberry Township on Their Property			
1131	153	40154	2003				
1132	153	40247	2004	In Re:  Joint Petition for the Appointment  of a Border Commission to Ascertain or  Establish the Boundary Line Between Adams Township and Cranberry Township in Butler County, Pennsylvania			
1133	154	1223	2013	Adams Township vs. Richland Township; Cambria County; Watkins Glen Properties, Inc.; Thomas J. Hillenbrand and Clarann Hillenbrand; Dorian Frazier and Joanne Frazier, Debra Kuhne, Thomas Costas and Pamela Costas; David Anderson and Jean Anderson; Robert Burnworth and Mary Burnworth; Row Lowry and Debra Lowry; Virginia Chapman; Berwind Corporation; Paul Singer and Marjorie Singer; Vincent Maxwell and Jessica Maxwell; and Nancy Leone			
1134	155	234	1996				
1135	156	239	1991	Patten Corporation Mid-Atlantic, a Delaware Corporation, v. Snow Shoe Township, a Pennsylvania Municipal Corporation, and Boggs Township, a Pennsylvania Municipal Corporation			
1136	156	2685	1992				
1137	156	970	1997				
1138	156	4609	2004				
1139	156	2622	2013	In the matter of the clarification of boundary lines among the Townships of College, Ferguson and Harris, Centre County, Pennsylvania			
1140	156	3572	2013	Snow Shoe Township, a Pennsylvania Municipal Corporation, v. Boggs Township, a Pennsylvania Municipal Corporation			
1141	157	9934	2010				
1142	158	1015	2000				
1143	159	10736	2010	In re: The Boundary Line Between London Grove Township and New Garden Township, Chester County, Pennsylvania			
1144	160	602	1973-05				
1146	160	1814	2008				
1147	160	973	2013	In re: Merger of Ferguson Township, Clearfield County, et al.			
1148	161	13	1969-10	In re: Petition for the annexation of a portion of Allison Township, Clinton County, Pennsylvania, to the City of Lock Haven, Clinton County, Pennsylvania			
1150	162	103	1992				
1151	163	1327	1969-09	In re: Annexation of a portion of Monroe Township to the Township of Upper Allen, Cumberland County, Pennsylvania			
1152	163	1254	1992	In re: Incorporation of the Borough of Ashcombe			
1153	164	4842		Lower Paxton Township v. Swatara Township			
1154	165	9298	1996	In re: Resolution by Board of Supervisors of Birmingham Township seeking a change of the name of the township from Birmingham Township to Chadds Ford Township			
1155	165	6512	2014				
1156	166	440	1984	Leo A. Weichman, Paul L. Kreckel, Sharon C. Simbeck, Edna R. Vanderlin, J. Adaln Weis, Charles L. Cole, Daniel E. Smith, Thomas L. Wortman, Richard H. Nussbaum, Barbara H. Wilhelm, and Francis L. Zuchowski vs. James Yetzer, Glen Olson and Gary Lee Kraus, Elk County Board of Elections			
1157	166	702	2016				
1158	167	1560	1969	In re: The Borough of Middleboro. Petition for Change of Name.			
1159	168	22	1983				
1160	168	9	1985				
1161	168	4	1991				
1162	168	5	1993				
1163	169	139	1969-04				
1164	169	24	1969-08				
1165	169	175	1970-04				
1166	170	2063	1971-09	City of Scranton v. Leo Lynn			
1167	170	316	1975-03	Commonwealth of Pennsylvania ex rel. William M. Baker, an individual citizen, and Donald A. Banks, an individual citizen, vs. Lackawanna County Board of Elections			
1168	170	3695	1995	In the matter of Lehigh Township Petition to Change Name			
1169	170	2654	2010	In re: Petition of Abington Township to Change Name			
1170	170	8945	2010	In re: Abington Township Name Change Referendum			
1171	171	309	2005				
1172	172	2538	2007	In re: the matter of the reclassification of Lower Macungie Township			
1173	173	1779	1975				
1174	173	232	1976	In re: Creation of an independent school district out of that portion of Wilkes-Barre Area School District encompassed within the Borough of Penn Lake Park			
1175	173	4506	1990				
1176	174	3646	2002				
1178	175	375	1969-08	In the matter of the incorporation of the Borough of Chief Logan			
1179	175	110	1970-01	In the matter of: Petition for adjustment and apportionment of the property and indebtedness between the Borough of Juniata Terrace and the Township of Granville, Mifflin County			
1180	175	80	1970-01	In the matter of the annexation into the Borough of Burnham of a portion of Derry Township			
1181	176	5825	2013				
1182	177	175	1992	In re: Incorporation of Borough of Pocono Raceway			
1183	177	120	1994	In re: Establishment of municipal boundary line between the Borough of Stroudsburg and the Township of Stroud			
1184	178	3433	2004	In re: Ballot Question for Amendment of the Borough of Norristown Home Rule Charter			
1185	178	16897	1974	Arnold A. Braun, et al vs. Montgomery County Election Board, et al			
1186	180	7916	1998	Township of Washington vs. Borough of Bangor			
1187	180	67	2006	Borough of Northampton and Township of Allen vs. Lehigh Valley Builders & Developers, Inc., John J. Sipos, Jr., Kathleen Deichmeister, Eileen Sipos, and Edward J. Deichmeister			
1188	181	21	1973-08	In re: Annexation by the Borough of East Bangor of its adjacent territory situate in Washington Township			
1189	181	6276	1989	In re: Petition of electors in the Township of Williams and the City of Easton, Northampton County, for referendum for annexation of certain properties in Williams Township of the City of Easton, objections of the Township of Williams, a second class township, and E. Jerome Brose, registered elector			
1190	182	188	1971-10				
1191	182	1199	1979	In re: Boundary line between Bloomfield Borough and Centre Township, Perry County, Pennsylvania			
1193	183	210	1987	Pine Grove Township, by its Supervisors, John A Brown, Richard M. Longnecker, and Leonard Fidler, vs. Donald C. Strouphauer, Neil R. Beck, George R. Harris, Phyllis E. Hesser, Harry E. Hostetter, and Herman Mendell, Individually and as Pine Grove Borough Council Members, and Pine Grove Borough			
1194	183	261	2001	New Castle Township vs. Ryan Township, Mahanoy Area School District and Schuylkill County			
1195	184	60027	2012				
1196	185	1168	1999	In re: Township of East Buffalo and Township of Buffalo			
1197	185	949	2009	In re: Township of East Buffalo and, Union Township, Union County, Pennsylvania			
1198	186	5076	1988	In re: Petition of Penn Lear Development Corporation, a Pennsylvania Corporation, to Establish and Confirm Township Boundary Lines			
1199	186	2600	2001				
1200	186	3847	2003				
1201	187	3	2003	In re: Annexation of approximately 1.5 blocks of the east side of North George Street and of approximately 1.5 blocks of the west side of Albright Alley by the Borough of North York			
1202	188	4281	1991	In re: Annexation of a portion of Newberry Township by the Borough of Lewisberry			
1203	188	3768	2002	In re: Establishment of Boundaries of North York Borough Park et al.			
1204	189	105	1868-04				
1205	189	122	1873-04				
1206	190	12	1869-07	In the matter of the application to incorporate the town of Perkinsville into a Borough	Coopersdale Borough		
1207	190	13	1869-07	In the matter of the petition of inhabitants of Richland Township for a division of said township			
1208	190	25	1870-04	In the matter of the petition of a majority of the inhabitants of "Woodvale" to be incorporated into a Borough by the name and style of the Borough of Woodvale			
1209	191	133	1850-07				
1210	193		1834-11		Berwick (Adams) Incorporation		
1211	193		1838-01		Freedom Formation (Liberty Division)		
1212	193		1841-01		Union (Adams) Formation		
1213	193		1847-04		Oxford Formation (Berwick Division)		
1214	193		1849-08		Butler (Adams) Formation		
1215	193		1853-08		Gettysburg Surrender of Special Charter		
1216	193		1858-04		Menallen-Franklin 1858 Annexation		
1217	193		1860-08		Littlestown Incorporation		
1218	193		1863-11		Highland (Adams) Formation		
1219	193		1868-01		Petition for independent school district out of part of Mount Pleasant Township		
1220	193		1868-04		Petition for formation of Union Independent School District of Oxford Township		
1221	193		1868-08	In the matter of the proceeding to incorporate the Borough of York Springs			
1222	193		1869-08		Petition of J. George Wolf, George Baker, and Isaac Wolf, to annexed lands in Township of Berwick to the Township of Hamilton for school purposes		
1223	193		1873-01		Petition for formation of independent school district out of portions of the Townships of Reading and Hamilton		
1224	193		1874-01		Petition of Samuel Geiselman and Conrad Bender to annex a portion of the Township to Mount Pleasant to Brushtown sub-district of the Township of Conewago for school purposes		
1225	193		1874-01		Petition for formation of independent school district out of parts of the Townships of Tyrone, Huntingdon, and Latimore		
1226	193		1874-01	In the matter of the order to view and inquire into the propriety of annexing the lands of Peter Hummer, situate, lying and being in Tyrone Township to the Township of Butler, in Adams County, for school purposes			
1227	193		1874-04	In the matter of the petition of the inhabitants of the town of New Oxford in Adams County, for incorporation as a Borough			
1228	193	3	1875-01		Petition of Alexander D. Oyler and Nicholas Reidele to annex a portion of the Township of Franklin to the Township of Menallen for school purposes		
1229	193		1875-08		Petition of Henry Sellers to annex his property in the Township of Germany to the Borough of Littlestown for school purposes		
1231	193		1879-11		In the matter of the incorporation of the town of East Berlin		
1232	193		1880-01		Petition of Ephraim Myers and George B. Myers to annex the land of the former in Germany Township to the Borough of Littlestown for school purposes		
1233	193		1880-08		Surrender of special charter and acceptance of the 1851 Borough Act by the Borough of Berwick		
1234	193		1882		Petition for annexation of land of Solomon D. Mehring in Germany Township to the Borough of Littlestown for school purposes		
1235	193		1882-08		Petition for formation of Independent School District of Arentsville out of Franklin Township		
