sourceitemid	source	sourceitemedition	sourceitemvolume	sourceitemyear	sourceitemurl	sourceitemurlcomplete	sourceitemurlcompletepart	sourceitempublicdomain	sourceitempublicdomainreason	sourceitemreferenceyearfrom	sourceitemreferenceyearto	sourceitemreferencevolume	sourceitemurlafter	sourceitemlocal
1438	352		29	\N	https://hdl.handle.net/2027/uc1.b4840599	f	t	\N		\N	\N			f
1439	352		3	\N	https://hdl.handle.net/2027/coo.31924111617993	f	t	\N		\N	\N			f
1440	352		3	\N	https://hdl.handle.net/2027/hvd.32044078426939	f	t	\N		\N	\N			f
1441	352		30	\N	https://hdl.handle.net/2027/coo.31924111667774	f	t	\N		\N	\N			f
1442	352		30	\N	https://hdl.handle.net/2027/hvd.32044078427200	f	t	\N		\N	\N			f
1443	352		30	\N	https://hdl.handle.net/2027/uc1.b4840600	f	t	\N		\N	\N			f
1444	352		31	\N	https://hdl.handle.net/2027/coo.31924111667782	f	t	\N		\N	\N			f
1445	352		31	\N	https://hdl.handle.net/2027/hvd.32044078427218	f	t	\N		\N	\N			f
1446	352		31	\N	https://hdl.handle.net/2027/uc1.b4840601	f	t	\N		\N	\N			f
1447	352		32	\N	https://hdl.handle.net/2027/coo.31924111667790	f	t	\N		\N	\N			f
1448	352		32	\N	https://hdl.handle.net/2027/hvd.32044078427226	f	t	\N		\N	\N			f
1449	352		32	\N	https://hdl.handle.net/2027/uc1.b4840602	f	t	\N		\N	\N			f
1450	352		33	\N	https://hdl.handle.net/2027/coo.31924111667808	f	t	\N		\N	\N			f
1451	352		33	\N	https://hdl.handle.net/2027/hvd.32044078427234	f	t	\N		\N	\N			f
1452	352		33	\N	https://hdl.handle.net/2027/uc1.b4840603	f	t	\N		\N	\N			f
1453	352		34	\N	https://hdl.handle.net/2027/mdp.35112102653930	f	t	\N		\N	\N			f
1454	352		34	\N	https://hdl.handle.net/2027/uc1.b4840604	f	t	\N		\N	\N			f
1455	352		35	\N	https://hdl.handle.net/2027/coo.31924111667824	f	t	\N		\N	\N			f
1456	352		35	\N	https://hdl.handle.net/2027/hvd.32044078427259	f	t	\N		\N	\N			f
1457	352		35	\N	https://hdl.handle.net/2027/uc1.b4840605	f	t	\N		\N	\N			f
1458	352		36	\N	https://hdl.handle.net/2027/mdp.35112102653955	f	t	\N		\N	\N			f
1459	352		36	\N	https://hdl.handle.net/2027/uc1.b4840606	f	t	\N		\N	\N			f
1460	352		37	\N	https://hdl.handle.net/2027/mdp.35112102653963	f	t	\N		\N	\N			f
1461	352		37	\N	https://hdl.handle.net/2027/uc1.b4840607	f	t	\N		\N	\N			f
1462	352		38	\N	https://hdl.handle.net/2027/mdp.35112102653971	f	t	\N		\N	\N			f
1463	352		38	\N	https://hdl.handle.net/2027/uc1.b4840608	f	t	\N		\N	\N			f
1464	352		39	\N	https://hdl.handle.net/2027/coo.31924111667865	f	t	\N		\N	\N			f
1465	352		39	\N	https://hdl.handle.net/2027/hvd.32044078427291	f	t	\N		\N	\N			f
1466	352		39	\N	https://hdl.handle.net/2027/uc1.b4840609	f	t	\N		\N	\N			f
1467	352		4	\N	https://hdl.handle.net/2027/coo.31924111618009	f	t	\N		\N	\N			f
1468	352		4	\N	https://hdl.handle.net/2027/hvd.32044078426947	f	t	\N		\N	\N			f
1469	352		40	\N	https://hdl.handle.net/2027/mdp.35112102653997	f	t	\N		\N	\N			f
1470	352		40	\N	https://hdl.handle.net/2027/uc1.b4840610	f	t	\N		\N	\N			f
1471	352		41	\N	https://hdl.handle.net/2027/hvd.32044078427317	f	t	\N		\N	\N			f
1472	352		41	\N	https://hdl.handle.net/2027/uc1.b4840611	f	t	\N		\N	\N			f
1473	352		42	\N	https://hdl.handle.net/2027/coo.31924111667899	f	t	\N		\N	\N			f
1474	352		42	\N	https://hdl.handle.net/2027/hvd.32044078430626	f	t	\N		\N	\N			f
1475	352		43	\N	https://hdl.handle.net/2027/coo.31924111667907	f	t	\N		\N	\N			f
1476	352		43	\N	https://hdl.handle.net/2027/hvd.32044078430634	f	t	\N		\N	\N			f
1477	352		43	\N	https://hdl.handle.net/2027/uc1.b4840613	f	t	\N		\N	\N			f
1478	352		44	\N	https://hdl.handle.net/2027/mdp.35112102654037	f	t	\N		\N	\N			f
1479	352		44	\N	https://hdl.handle.net/2027/uc1.b4840614	f	t	\N		\N	\N			f
1480	352		45	\N	https://hdl.handle.net/2027/coo.31924111667923	f	t	\N		\N	\N			f
1481	352		45	\N	https://hdl.handle.net/2027/mdp.35112102654045	f	t	\N		\N	\N			f
1482	352		45	\N	https://hdl.handle.net/2027/uc1.b4840615	f	t	\N		\N	\N			f
1483	352		46	\N	https://hdl.handle.net/2027/coo.31924111667931	f	t	\N		\N	\N			f
1484	352		46	\N	https://hdl.handle.net/2027/hvd.32044078430667	f	t	\N		\N	\N			f
1485	352		46	\N	https://hdl.handle.net/2027/uc1.b4840616	f	t	\N		\N	\N			f
1486	352		47	\N	https://hdl.handle.net/2027/coo.31924111667949	f	t	\N		\N	\N			f
1487	352		47	\N	https://hdl.handle.net/2027/hvd.32044078430675	f	t	\N		\N	\N			f
1488	352		47	\N	https://hdl.handle.net/2027/uc1.b4840617	f	t	\N		\N	\N			f
1489	352		48	\N	https://hdl.handle.net/2027/coo.31924111667956	f	t	\N		\N	\N			f
1490	352		48	\N	https://hdl.handle.net/2027/mdp.35112102654078	f	t	\N		\N	\N			f
1491	352		48	\N	https://hdl.handle.net/2027/uc1.b4840618	f	t	\N		\N	\N			f
1492	352		49	\N	https://hdl.handle.net/2027/coo.31924111667964	f	t	\N		\N	\N			f
1493	352		49	\N	https://hdl.handle.net/2027/hvd.32044078430691	f	t	\N		\N	\N			f
1494	352		49	\N	https://hdl.handle.net/2027/uc1.b4840619	f	t	\N		\N	\N			f
1495	352		5	\N	https://hdl.handle.net/2027/coo.31924111618017	f	t	\N		\N	\N			f
1496	352		5	\N	https://hdl.handle.net/2027/hvd.32044078426954	f	t	\N		\N	\N			f
1497	352		50	\N	https://hdl.handle.net/2027/coo.31924111667972	f	t	\N		\N	\N			f
1498	352		50	\N	https://hdl.handle.net/2027/mdp.35112102654094	f	t	\N		\N	\N			f
1499	352		50	\N	https://hdl.handle.net/2027/uc1.b4840620	f	t	\N		\N	\N			f
1500	352		51	\N	https://hdl.handle.net/2027/coo.31924111667980	f	t	\N		\N	\N			f
1501	352		51	\N	https://hdl.handle.net/2027/hvd.32044078430717	f	t	\N		\N	\N			f
1502	352		51	\N	https://hdl.handle.net/2027/uc1.b4840621	f	t	\N		\N	\N			f
1503	352		52	\N	https://hdl.handle.net/2027/coo.31924111667998	f	t	\N		\N	\N			f
1504	352		52	\N	https://hdl.handle.net/2027/hvd.32044078430725	f	t	\N		\N	\N			f
1505	352		52	\N	https://hdl.handle.net/2027/uc1.b4840622	f	t	\N		\N	\N			f
1506	352		53	\N	https://hdl.handle.net/2027/coo.31924111668004	f	t	\N		\N	\N			f
1507	352		53	\N	https://hdl.handle.net/2027/hvd.32044078430733	f	t	\N		\N	\N			f
1508	352		53	\N	https://hdl.handle.net/2027/uc1.b4840623	f	t	\N		\N	\N			f
1509	352		54	\N	https://hdl.handle.net/2027/coo.31924111668012	f	t	\N		\N	\N			f
1510	352		54	\N	https://hdl.handle.net/2027/hvd.32044078430741	f	t	\N		\N	\N			f
1511	352		54	\N	https://hdl.handle.net/2027/uc1.b4840624	f	t	\N		\N	\N			f
1512	352		55	\N	https://hdl.handle.net/2027/coo.31924111668020	f	t	\N		\N	\N			f
1513	352		55	\N	https://hdl.handle.net/2027/hvd.32044078430758	f	t	\N		\N	\N			f
1514	352		55	\N	https://hdl.handle.net/2027/uc1.b4840625	f	t	\N		\N	\N			f
1515	352		56	\N	https://hdl.handle.net/2027/coo.31924111668038	f	t	\N		\N	\N			f
1516	352		56	\N	https://hdl.handle.net/2027/hvd.32044078430766	f	t	\N		\N	\N			f
1517	352		57	\N	https://hdl.handle.net/2027/coo.31924111668046	f	t	\N		\N	\N			f
1518	352		57	\N	https://hdl.handle.net/2027/hvd.32044078430774	f	t	\N		\N	\N			f
1519	352		57	\N	https://hdl.handle.net/2027/uc1.b4840627	f	t	\N		\N	\N			f
1520	352		58	\N	https://hdl.handle.net/2027/coo.31924111668053	f	t	\N		\N	\N			f
1521	352		58	\N	https://hdl.handle.net/2027/hvd.32044078430782	f	t	\N		\N	\N			f
1522	352		58	\N	https://hdl.handle.net/2027/uc1.a0010104909	f	t	\N		\N	\N			f
1523	352		59	\N	https://hdl.handle.net/2027/mdp.35112102654185	f	t	\N		\N	\N			f
1524	352		59	\N	https://hdl.handle.net/2027/uc1.b4840629	f	t	\N		\N	\N			f
1525	352		6	\N	https://hdl.handle.net/2027/coo.31924111618025	f	t	\N		\N	\N			f
1526	352		6	\N	https://hdl.handle.net/2027/hvd.32044078426962	f	t	\N		\N	\N			f
1527	352		60	\N	https://hdl.handle.net/2027/coo.31924111668079	f	t	\N		\N	\N			f
1528	352		60	\N	https://hdl.handle.net/2027/hvd.32044078430808	f	t	\N		\N	\N			f
1529	352		60	\N	https://hdl.handle.net/2027/uc1.b4840630	f	t	\N		\N	\N			f
1530	352		61	\N	https://hdl.handle.net/2027/coo.31924111668087	f	t	\N		\N	\N			f
1531	352		61	\N	https://hdl.handle.net/2027/hvd.32044078430816	f	t	\N		\N	\N			f
1532	352		61	\N	https://hdl.handle.net/2027/uc1.b4840631	f	t	\N		\N	\N			f
1533	352		62	\N	https://hdl.handle.net/2027/coo.31924111668095	f	t	\N		\N	\N			f
1534	352		62	\N	https://hdl.handle.net/2027/hvd.32044078430824	f	t	\N		\N	\N			f
1535	352		62	\N	https://hdl.handle.net/2027/uc1.b4840632	f	t	\N		\N	\N			f
1536	352		63	\N	https://hdl.handle.net/2027/coo.31924111668103	f	t	\N		\N	\N			f
1537	352		63	\N	https://hdl.handle.net/2027/hvd.32044078430832	f	t	\N		\N	\N			f
1538	352		63	\N	https://hdl.handle.net/2027/uc1.b4840633	f	t	\N		\N	\N			f
1539	352		64	\N	https://hdl.handle.net/2027/mdp.35112102654235	f	t	\N		\N	\N			f
1540	352		64	\N	https://hdl.handle.net/2027/uc1.b4840634	f	t	\N		\N	\N			f
1541	352		65	\N	https://hdl.handle.net/2027/coo.31924111668129	f	t	\N		\N	\N			f
1542	352		65	\N	https://hdl.handle.net/2027/hvd.32044078430857	f	t	\N		\N	\N			f
1543	352		65	\N	https://hdl.handle.net/2027/uc1.b4840635	f	t	\N		\N	\N			f
1544	352		66	\N	https://hdl.handle.net/2027/coo.31924111668137	f	t	\N		\N	\N			f
1545	352		66	\N	https://hdl.handle.net/2027/hvd.32044078430865	f	t	\N		\N	\N			f
1546	352		67	\N	https://hdl.handle.net/2027/coo.31924111668145	f	t	\N		\N	\N			f
1547	352		67	\N	https://hdl.handle.net/2027/hvd.32044078430873	f	t	\N		\N	\N			f
1548	352		68	\N	https://hdl.handle.net/2027/coo.31924111668152	f	t	\N		\N	\N			f
1549	352		68	\N	https://hdl.handle.net/2027/hvd.32044078430881	f	t	\N		\N	\N			f
1550	352		69	\N	https://hdl.handle.net/2027/coo.31924111668160	f	t	\N		\N	\N			f
1551	352		69	\N	https://hdl.handle.net/2027/hvd.32044078430899	f	t	\N		\N	\N			f
1552	352		69	\N	https://hdl.handle.net/2027/uc1.b4840639	f	t	\N		\N	\N			f
1553	352		7	\N	https://hdl.handle.net/2027/mdp.35112102638063	f	t	\N		\N	\N			f
1554	352		70	\N	https://hdl.handle.net/2027/coo.31924111668178	f	t	\N		\N	\N			f
1555	352		70	\N	https://hdl.handle.net/2027/hvd.32044078430907	f	t	\N		\N	\N			f
1556	352		70	\N	https://hdl.handle.net/2027/uc1.b4840640	f	t	\N		\N	\N			f
1557	352		71	\N	https://hdl.handle.net/2027/coo.31924111668186	f	t	\N		\N	\N			f
1558	352		71	\N	https://hdl.handle.net/2027/hvd.32044078430915	f	t	\N		\N	\N			f
1559	352		71	\N	https://hdl.handle.net/2027/uc1.b4840641	f	t	\N		\N	\N			f
1560	352		72	\N	https://hdl.handle.net/2027/coo.31924111668194	f	t	\N		\N	\N			f
1561	352		72	\N	https://hdl.handle.net/2027/hvd.32044078430923	f	t	\N		\N	\N			f
1562	352		72	\N	https://hdl.handle.net/2027/uc1.b4840642	f	t	\N		\N	\N			f
1563	352		73	\N	https://hdl.handle.net/2027/coo.31924111668202	f	t	\N		\N	\N			f
1564	352		73	\N	https://hdl.handle.net/2027/uc1.b4840643	f	t	\N		\N	\N			f
1565	352		74	\N	https://hdl.handle.net/2027/coo.31924111668210	f	t	\N		\N	\N			f
1566	352		74	\N	https://hdl.handle.net/2027/hvd.32044078430949	f	t	\N		\N	\N			f
1567	352		74	\N	https://hdl.handle.net/2027/uc1.b4840644	f	t	\N		\N	\N			f
1568	352		75	\N	https://hdl.handle.net/2027/coo.31924111668228	f	t	\N		\N	\N			f
1569	352		75	\N	https://hdl.handle.net/2027/uc1.b4840645	f	t	\N		\N	\N			f
1570	352		76	\N	https://hdl.handle.net/2027/coo.31924111668236	f	t	\N		\N	\N			f
1571	352		76	\N	https://hdl.handle.net/2027/uc1.b4840646	f	t	\N		\N	\N			f
1572	352		77	\N	https://hdl.handle.net/2027/coo.31924106604642	f	t	\N		\N	\N			f
1573	352		77	\N	https://hdl.handle.net/2027/hvd.32044078430972	f	t	\N		\N	\N			f
1574	352		77	\N	https://hdl.handle.net/2027/uc1.b4840647	f	t	\N		\N	\N			f
1575	352		78	\N	https://hdl.handle.net/2027/coo.31924111668244	f	t	\N		\N	\N			f
1576	352		78	\N	https://hdl.handle.net/2027/hvd.32044078430980	f	t	\N		\N	\N			f
1577	352		78	\N	https://hdl.handle.net/2027/uc1.b4840648	f	t	\N		\N	\N			f
1578	352		8	\N	https://hdl.handle.net/2027/coo.31924111618041	f	t	\N		\N	\N			f
1579	352		8	\N	https://hdl.handle.net/2027/hvd.32044078426988	f	t	\N		\N	\N			f
1580	352		9	\N	https://hdl.handle.net/2027/hvd.32044078426996	f	t	\N		\N	\N			f
1581	358		1808-1809	\N	https://hdl.handle.net/2027/nyp.33433007131588	f	t	\N		1808	1809			f
1582	358		1808-1809	\N	https://hdl.handle.net/2027/uc1.a0001805431	f	t	\N		1808	1809			f
1583	358		1809-1810	\N	https://hdl.handle.net/2027/nyp.33433007131596	f	t	\N		1809	1810			f
1584	358		1809-1810	\N	https://hdl.handle.net/2027/uc1.a0001805431	f	t	\N		1809	1810			f
1585	358		1809-1810	\N	https://hdl.handle.net/2027/uc1.b3830832	f	t	\N		1809	1810			f
1586	358		1809-1810	\N	https://archive.org/details/lawsenactedinge14unkngoog	f	t	\N		1809	1810			f
1587	358		1810-1811	\N	https://hdl.handle.net/2027/nyp.33433007131612	f	t	\N		1810	1811			f
1588	358		1810-1811	\N	https://hdl.handle.net/2027/uc1.b3830833	f	t	\N		1810	1811			f
1589	358		1810-1811	\N	https://archive.org/details/lawsenactedinge03unkngoog	f	t	\N		1810	1811			f
1590	358		1811-1812	\N	https://hdl.handle.net/2027/nyp.33433007131620	f	t	\N		1811	1812			f
1591	358		1811-1812	\N	https://hdl.handle.net/2027/uc1.b3830834	f	t	\N		1811	1812			f
1592	358		1811-1812	\N	https://archive.org/details/lawsenactedinge17unkngoog	f	t	\N		1811	1812			f
1593	358		1812-1813	\N	https://hdl.handle.net/2027/uc1.a0001805456	f	t	\N		1812	1813			f
1594	358		1813-1814	\N	https://hdl.handle.net/2027/uc1.a0001805456	f	t	\N		1813	1814			f
1595	358		1814-1815	\N	https://hdl.handle.net/2027/nyp.33433007131661	f	t	\N		1814	1815			f
1596	358		1815-1816	\N	https://hdl.handle.net/2027/nyp.33433007131679	f	t	\N		1815	1816			f
1597	358		1816-1817	\N	https://hdl.handle.net/2027/nyp.33433007131695	f	t	\N		1816	1817			f
1598	358		1820-1821	\N	https://hdl.handle.net/2027/nyp.33433007131745	f	t	\N		1820	1821			f
1599	358		1820-1821	\N	https://hdl.handle.net/2027/uc1.a0001805498	f	t	\N		1820	1821			f
1600	358		1821-1822	\N	https://hdl.handle.net/2027/uc1.a0001805498	f	t	\N		1821	1822			f
1601	358		1822-1823	\N	https://hdl.handle.net/2027/uc1.a0001805506	f	t	\N		1822	1823			f
1602	358		1822-1823	\N	https://hdl.handle.net/2027/uc1.b3830835	f	t	\N		1822	1823			f
1603	358		1822-1823	\N	https://archive.org/details/lawsenactedinge10unkngoog	f	t	\N		1822	1823			f
1604	358		1823-1824	\N	https://hdl.handle.net/2027/nyp.33433007131786	f	t	\N		1823	1824			f
1605	358		1823-1824	\N	https://hdl.handle.net/2027/uc1.a0001805506	f	t	\N		1823	1824			f
1606	358		1823-1824	\N	https://hdl.handle.net/2027/uc1.b3830835	f	t	\N		1823	1824			f
1607	358		1824-1825	\N	https://hdl.handle.net/2027/nyp.33433007131778	f	t	\N		1824	1825			f
1608	358		1824-1825	\N	https://hdl.handle.net/2027/uc1.a0001805514	f	t	\N		1824	1825			f
1609	358		1825-1826	\N	https://hdl.handle.net/2027/uc1.a0001805514	f	t	\N		1825	1826			f
1610	358		1825-1826	\N	https://hdl.handle.net/2027/uc1.b3830836	f	t	\N		1825	1826			f
1611	359			1840	https://hdl.handle.net/2027/uc1.a0001805654	f	t	\N		1840	1840			f
1612	359			1840	https://archive.org/details/lawsofgeneralass1840penn	f	t	\N		1840	1840			f
1613	359			1841	https://hdl.handle.net/2027/uc1.a0001805662	f	t	\N		1841	1841			f
1614	359			1841	https://hdl.handle.net/2027/uc1.b3830843	f	t	\N		1841	1841			f
1615	359			1841	https://archive.org/details/lawsenactedinge07unkngoog	f	t	\N		1841	1841			f
1616	359			1842	https://hdl.handle.net/2027/uc1.a0001805670	f	t	\N		1842	1842			f
1617	359			1843	https://hdl.handle.net/2027/uc1.a0001805688	f	t	\N		1843	1843			f
1618	359			1843	https://hdl.handle.net/2027/uc1.b3830844	f	t	\N		1843	1843			f
1619	359			1843	https://archive.org/details/lawsofgeneralass1843penn	f	t	\N		1843	1843			f
1620	359			1844	https://hdl.handle.net/2027/uc1.a0001805696	f	t	\N		1844	1844			f
1621	359			1844	https://hdl.handle.net/2027/uc1.b3830845	f	t	\N		1844	1844			f
1622	359			1844	https://archive.org/details/lawsenactedinge41unkngoog	f	t	\N		1844	1844			f
1623	359			1845	https://hdl.handle.net/2027/uc1.a0001805704	f	t	\N		1845	1845			f
1624	359			1845	https://hdl.handle.net/2027/uc1.b3830846	f	t	\N		1845	1845			f
1625	359			1845	https://archive.org/details/lawsenactedinge21unkngoog	f	t	\N		1845	1845			f
1626	359			1846	https://hdl.handle.net/2027/uc1.a0001805712	f	t	\N		1846	1846			f
1627	359			1846	https://hdl.handle.net/2027/uc1.b3830847	f	t	\N		1846	1846			f
1628	359			1846	https://archive.org/details/lawsofgenerala_1846penn	f	t	\N		1846	1846			f
1629	359			1847	https://hdl.handle.net/2027/uc1.a0001805720	f	t	\N		1847	1847			f
1630	359			1847	https://hdl.handle.net/2027/uc1.b3830848	f	t	\N		1847	1847			f
1631	359			1847	https://archive.org/details/lawsofgeneralas_1847penn	f	t	\N		1847	1847			f
1632	359			1848	https://hdl.handle.net/2027/uc1.b3830849	f	t	\N		1848	1848			f
1633	359			1848	https://archive.org/details/lawsofgeneralass1848penn	f	t	\N		1848	1848			f
1634	359			1849	https://hdl.handle.net/2027/uc1.a0001805746	f	t	\N		1849	1849			f
1635	359			1849	https://hdl.handle.net/2027/uc1.b3830850	f	t	\N		1849	1849			f
1636	359			1849	https://archive.org/details/lawsofgenerala1849penn	f	t	\N		1849	1849			f
1637	359			1850	https://hdl.handle.net/2027/uc1.a0001805753	f	t	\N		1850	1850			f
1638	359			1850	https://archive.org/details/lawsofgeneralas1850penn	f	t	\N		1850	1850			f
1639	359			1851	https://hdl.handle.net/2027/uc1.a0001805761	f	t	\N		1851	1851			f
1640	359			1851	https://hdl.handle.net/2027/uc1.b3830851	f	t	\N		1851	1851			f
1641	359			1851	https://archive.org/details/lawsofgeneralas_1851penn	f	t	\N		1851	1851			f
1642	359			1852	https://hdl.handle.net/2027/uc1.a0001805779	f	t	\N		1852	1852			f
1643	359			1852	https://hdl.handle.net/2027/uc1.b3830852	f	t	\N		1852	1852			f
1644	359			1852	https://archive.org/details/lawsofgenerala_1852penn	f	t	\N		1852	1852			f
1645	359			1853	https://hdl.handle.net/2027/uc1.a0001805787	f	t	\N		1853	1853			f
1646	359			1853	https://hdl.handle.net/2027/uc1.b3830853	f	t	\N		1853	1853			f
1647	359			1853	https://archive.org/details/lawsofgeneralass1853penn	f	t	\N		1853	1853			f
1648	359			1854	https://hdl.handle.net/2027/uc1.b3830854	f	t	\N		1854	1854			f
1649	359			1854	https://archive.org/details/lawsofgeneralas_1854penn	f	t	\N		1854	1854			f
1650	359			1855	https://hdl.handle.net/2027/uc1.a0001805803	f	t	\N		1855	1855			f
1651	359			1855	https://archive.org/details/lawsofgeneralass1855penn	f	t	\N		1855	1855			f
1652	359			1856	https://hdl.handle.net/2027/uc1.a0001805811	f	t	\N		1856	1856			f
1653	359			1856	https://hdl.handle.net/2027/uc1.b3830856	f	t	\N		1856	1856			f
1654	359			1856	https://archive.org/details/lawsofgeneralas_1856penn	f	t	\N		1856	1856			f
1655	359			1857	https://hdl.handle.net/2027/uc1.b3830857	f	t	\N		1857	1857			f
1656	359			1857	https://archive.org/details/lawsofgeneralass1857penn	f	t	\N		1857	1857			f
1657	359			1858	https://hdl.handle.net/2027/uc1.a0001805837	f	t	\N		1858	1858			f
1658	359			1858	https://hdl.handle.net/2027/uc1.b3830858	f	t	\N		1858	1858			f
1659	359			1858	https://archive.org/details/lawsofgeneralas_1858penn	f	t	\N		1858	1858			f
1660	359			1859	https://hdl.handle.net/2027/uc1.a0001805845	f	t	\N		1859	1859			f
1661	359			1859	https://archive.org/details/lawsofgeneralass1859penn	f	t	\N		1859	1859			f
1662	359			1860	https://hdl.handle.net/2027/uc1.a0001805852	f	t	\N		1860	1860			f
1663	359			1860	https://hdl.handle.net/2027/uc1.b3830859	f	t	\N		1860	1860			f
1664	359			1860	https://archive.org/details/lawsofgeneralas_1860penn	f	t	\N		1860	1860			f
1665	359			1861	https://hdl.handle.net/2027/njp.32101043321908	f	t	\N		1861	1861			f
1666	359			1861	https://hdl.handle.net/2027/uc1.a0001805860	f	t	\N		1861	1861			f
1667	359			1861	https://hdl.handle.net/2027/uc1.b3830860	f	t	\N		1861	1861			f
1668	359			1861	https://archive.org/details/lawsofgenerala_1861penn	f	t	\N		1861	1861			f
1669	359			1862	https://hdl.handle.net/2027/uc1.a0001805878	f	t	\N		1862	1862			f
1670	359			1862	https://hdl.handle.net/2027/uc1.b3830861	f	t	\N		1862	1862			f
1671	359			1862	https://archive.org/details/lawsofgeneralass1862penn	f	t	\N		1862	1862			f
1672	359			1863	https://hdl.handle.net/2027/njp.32101043321890	f	t	\N		1863	1863			f
1673	359			1863	https://hdl.handle.net/2027/uc1.a0001805886	f	t	\N		1863	1863			f
1674	359			1863	https://hdl.handle.net/2027/uc1.b3830862	f	t	\N		1863	1863			f
1675	359			1863	https://archive.org/details/lawsofgeneralas_1863penn	f	t	\N		1863	1863			f
1676	359			1864	https://hdl.handle.net/2027/uc1.a0001805894	f	t	\N		1864	1864			f
1677	359			1864	https://archive.org/details/lawsofgeneralass1864penn	f	t	\N		1864	1864			f
1678	359			1865	https://hdl.handle.net/2027/uc1.a0001805902	f	t	\N		1865	1865			f
1679	359			1865	https://archive.org/details/lawsofgeneralas_1865penn	f	t	\N		1865	1865			f
1680	359			1866	https://hdl.handle.net/2027/uc1.a0001805910	f	t	\N		1866	1866			f
1681	359			1866	https://archive.org/details/lawsofgeneralass1866penn	f	t	\N		1866	1866			f
1682	359			1867	https://hdl.handle.net/2027/uc1.a0001805928	f	t	\N		1867	1867			f
1683	359			1867	https://archive.org/details/lawsofgeneralas_1867penn	f	t	\N		1867	1867			f
1684	359			1868	https://hdl.handle.net/2027/njp.32101043321866	f	t	\N		1868	1868			f
1685	359			1868	https://hdl.handle.net/2027/uc1.a0001822733	f	t	\N		1868	1868			f
1686	359			1868	https://hdl.handle.net/2027/uc1.b3830867	f	t	\N		1868	1868			f
1687	359			1868	https://archive.org/details/lawsofgeneralass1868penn	f	t	\N		1868	1868			f
1688	359			1869	https://archive.org/details/lawsofgeneralas_1869penn	f	t	\N		1869	1869			f
1689	359			1870	https://archive.org/details/lawsofgeneralass1870penn	f	t	\N		1870	1870			f
1690	359			1871	https://archive.org/details/lawsofgeneralas_1871penn	f	t	\N		1871	1871			f
1691	359			1872	https://hdl.handle.net/2027/uc1.a0001822774	f	t	\N		1872	1872			f
1692	359			1872	https://archive.org/details/lawsofgeneralass1872penn	f	t	\N		1872	1872			f
1693	359			1873	https://hdl.handle.net/2027/uc1.a0002917623	f	t	\N		1873	1873			f
1694	359			1873	https://archive.org/details/lawsofgeneralas_1873penn	f	t	\N		1873	1873			f
1695	359			1874	https://archive.org/details/lawsofgeneralass1874penn	f	t	\N		1874	1874			f
1696	359			1875	https://hdl.handle.net/2027/uc1.a0002870988	f	t	\N		1875	1875			f
1697	359			1875	https://archive.org/details/lawsofgeneralas_1875penn	f	t	\N		1875	1875			f
1698	359			1876	https://hdl.handle.net/2027/njp.32101045808340	f	t	\N		1876	1876			f
1699	359			1876	https://hdl.handle.net/2027/uc1.a0002870988	f	t	\N		1876	1876			f
1700	359			1877	https://hdl.handle.net/2027/njp.32101045808332	f	t	\N		1877	1877			f
1701	359			1877	https://hdl.handle.net/2027/uc1.a0002917631	f	t	\N		1877	1877			f
1702	359			1878	https://hdl.handle.net/2027/njp.32101045808332	f	t	\N		1878	1878			f
1703	359			1878	https://hdl.handle.net/2027/uc1.a0002917649	f	t	\N		1878	1878			f
1704	359			1879	https://hdl.handle.net/2027/njp.32101045808332	f	t	\N		1879	1879			f
1705	359			1879	https://hdl.handle.net/2027/pst.000055172882	f	t	\N		1879	1879			f
1706	359			1879	https://hdl.handle.net/2027/uc1.a0002917649	f	t	\N		1879	1879			f
1707	359			1879	https://archive.org/details/lawsofgeneralass18791881penn	f	t	\N		1879	1879			f
1708	359			1881	https://hdl.handle.net/2027/njp.32101045808324	f	t	\N		1881	1881			f
1709	359			1881	https://hdl.handle.net/2027/uc1.a0001822782	f	t	\N		1881	1881			f
1710	359			1883	https://hdl.handle.net/2027/njp.32101045808118	f	t	\N		1883	1883			f
1711	359			1883	https://hdl.handle.net/2027/uc1.a0001822782	f	t	\N		1883	1883			f
1712	359			1885	https://hdl.handle.net/2027/njp.32101045808100	f	t	\N		1885	1885			f
1713	359			1885	https://archive.org/details/lawsenactedinge37unkngoog	f	t	\N		1885	1885			f
1714	359			1887	https://hdl.handle.net/2027/njp.32101045808092	f	t	\N		1887	1887			f
1715	359			1887	https://hdl.handle.net/2027/uc1.b3830879	f	t	\N		1887	1887			f
1716	359			1889	https://hdl.handle.net/2027/njp.32101045808506	f	t	\N		1889	1889			f
1717	359			1889	https://hdl.handle.net/2027/uc1.b3830880	f	t	\N		1889	1889			f
1718	359			1889	https://archive.org/details/lawsenactedinge31unkngoog	f	t	\N		1889	1889			f
1719	359			1891	https://hdl.handle.net/2027/njp.32101045808498	f	t	\N		1891	1891			f
1720	359			1891	https://hdl.handle.net/2027/uc1.b3830881	f	t	\N		1891	1891			f
1721	359			1891	https://archive.org/details/lawsenactedinge33unkngoog	f	t	\N		1891	1891			f
1722	359			1893	https://hdl.handle.net/2027/njp.32101045808480	f	t	\N		1893	1893			f
1723	359			1893	https://hdl.handle.net/2027/uc1.b3830882	f	t	\N		1893	1893			f
1724	359			1893	https://archive.org/details/lawsenactedinge36unkngoog	f	t	\N		1893	1893			f
1725	359			1895	https://hdl.handle.net/2027/njp.32101045808472	f	t	\N		1895	1895			f
